# static_avoidance_node debug log started 20260822_051203
1787343127.835 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.17 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343133.836 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.17 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343134.337 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.18 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343134.935 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.17 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343135.536 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.17 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343136.142 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.17 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.3 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343136.646 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.18 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343137.238 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.17 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343137.739 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.18 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343138.341 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.18 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343138.934 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.17 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343139.533 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.19 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343140.036 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.18 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343140.634 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.18 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343141.141 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.18 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343141.734 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.18 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343142.240 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.17 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343142.743 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.18 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343143.341 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.17 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343143.935 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.18 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=1.9 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343144.442 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.18 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343144.943 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.18 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343145.537 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.17 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343146.138 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.17 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.7 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343146.736 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.18 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.7 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343147.240 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.17 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343147.837 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.15 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343148.341 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.18 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343148.937 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.21 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343149.534 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.29 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343150.135 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.29 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343150.636 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.20 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343151.146 [STATIC_AVOID] obs_id=1 obs_dist=6.72m obs_s=38.87 ego_s=32.15 side=- | left_clearance=0.14 right_clearance=0.07 candidate_valid=false rung=- pre_dist=2.00m | cache_used=false path_age=- path_points=0 planning_time_ms=7.7 | reason=track_too_narrow | cache_reason=no_cache
1787343151.659 [STATIC_AVOID] obs_id=1 obs_dist=6.75m obs_s=38.89 ego_s=32.14 side=- | left_clearance=0.31 right_clearance=0.29 candidate_valid=false rung=- pre_dist=2.02m | cache_used=false path_age=- path_points=0 planning_time_ms=17.1 | reason=map_occupied | cache_reason=no_cache
1787343152.242 [STATIC_AVOID] obs_id=2 obs_dist=6.19m obs_s=38.31 ego_s=32.12 side=- | left_clearance=0.31 right_clearance=0.29 candidate_valid=false rung=- pre_dist=2.00m | cache_used=false path_age=- path_points=0 planning_time_ms=6.0 | reason=track_too_narrow | cache_reason=no_cache
1787343152.743 [STATIC_AVOID] obs_id=2 obs_dist=6.17m obs_s=38.31 ego_s=32.14 side=- | left_clearance=0.31 right_clearance=0.29 candidate_valid=false rung=- pre_dist=2.00m | cache_used=false path_age=- path_points=0 planning_time_ms=4.1 | reason=track_too_narrow | cache_reason=no_cache
1787343153.333 [STATIC_AVOID] obs_id=2 obs_dist=6.18m obs_s=38.31 ego_s=32.13 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=raceline_already_clear | cache_reason=no_cache
1787343153.833 [STATIC_AVOID] obs_id=2 obs_dist=6.18m obs_s=38.31 ego_s=32.13 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=raceline_already_clear | cache_reason=no_cache
1787343154.340 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.13 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343154.934 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.14 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343155.441 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.15 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
