# static_avoidance_node debug log started 20260816_142405
1786857850.701 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.37 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.6 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857904.901 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857905.449 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857905.954 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.68 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857906.469 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.68 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857907.004 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857907.544 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857908.060 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857908.609 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.66 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857909.149 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=5.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857909.672 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857910.200 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.3 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857910.750 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857911.295 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857911.797 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857912.350 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.5 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857912.898 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857913.400 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857913.950 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857914.495 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857915.002 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=2.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857915.504 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=1.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857916.061 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857916.608 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857917.210 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857917.762 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857918.299 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857918.810 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857919.350 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=1.8 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857919.851 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=2.5 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857920.408 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857920.953 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857921.535 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857922.050 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857922.571 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857923.108 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857923.688 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.71 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857924.200 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857924.736 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=3.4 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857925.255 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.71 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857925.802 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857926.304 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857926.856 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=3.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857927.404 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857927.948 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857928.450 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857928.994 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857929.503 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857930.003 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=1.7 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857930.505 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=1.3 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857931.054 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857931.606 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857932.155 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857932.669 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857933.181 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=1.4 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857933.699 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857934.205 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857934.748 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857935.250 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857935.753 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857936.295 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857936.796 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857937.303 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857937.854 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857938.403 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857938.950 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857939.495 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857940.002 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857940.552 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857941.094 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857941.645 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857942.194 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857942.694 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857943.245 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857943.745 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857944.294 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857944.798 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.8 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857945.344 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857945.894 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857946.412 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857946.946 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857947.494 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857947.995 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857948.505 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=5.7 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857949.019 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=21.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857949.560 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.78 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857950.061 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.70 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857950.609 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=29.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857951.157 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=31.55 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857951.707 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.86 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=1.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857952.252 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=0.79 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857952.794 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=2.39 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857953.301 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=3.78 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857953.806 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.55 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857954.356 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=7.60 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857954.863 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=9.12 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=5.5 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857955.400 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=10.82 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857955.947 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=12.12 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857956.452 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=13.14 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=7.8 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857957.002 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=15.51 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857957.557 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=16.39 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857958.095 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=17.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786857958.616 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=19.64 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
