# static_avoidance_node debug log started 20260822_051510
1787343315.821 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.13 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343423.524 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.55 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343424.028 [STATIC_AVOID] obs_id=76 obs_dist=1.14m obs_s=28.14 ego_s=26.99 side=RIGHT | left_clearance=-0.18 right_clearance=0.30 candidate_valid=true rung=0 pre_dist=2.15m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=7.2
1787343424.531 [STATIC_AVOID] obs_id=76 obs_dist=0.77m obs_s=28.14 ego_s=27.37 side=RIGHT | left_clearance=-0.18 right_clearance=0.30 candidate_valid=false rung=- pre_dist=2.15m | cache_used=true path_age=0.210 path_points=101 planning_time_ms=10.0 | reason=obstacle_clearance
1787343425.138 [STATIC_AVOID] obs_id=76 obs_dist=-0.05m obs_s=28.14 ego_s=28.18 side=RIGHT | left_clearance=-0.18 right_clearance=0.30 candidate_valid=true rung=0 pre_dist=2.70m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=10.2
1787343425.728 [STATIC_AVOID] obs_id=76 obs_dist=-0.89m obs_s=28.14 ego_s=29.02 side=RIGHT | left_clearance=-0.18 right_clearance=0.30 candidate_valid=true rung=0 pre_dist=3.54m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=3.7
1787343426.237 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=29.30 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343426.825 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=30.52 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343427.427 [STATIC_AVOID] obs_id=80 obs_dist=1.21m obs_s=33.18 ego_s=31.97 side=LEFT | left_clearance=0.14 right_clearance=0.02 candidate_valid=true rung=0 pre_dist=2.00m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=6.5
1787343427.936 [STATIC_AVOID] obs_id=80 obs_dist=0.33m obs_s=33.29 ego_s=32.96 side=LEFT | left_clearance=-0.01 right_clearance=-0.04 candidate_valid=true rung=0 pre_dist=2.28m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=3.5
1787343428.529 [STATIC_AVOID] obs_id=80 obs_dist=0.01m obs_s=33.29 ego_s=33.28 side=LEFT | left_clearance=-0.01 right_clearance=-0.04 candidate_valid=true rung=0 pre_dist=2.60m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=4.8
1787343429.033 [STATIC_AVOID] obs_id=80 obs_dist=-0.40m obs_s=33.29 ego_s=33.69 side=LEFT | left_clearance=-0.01 right_clearance=-0.04 candidate_valid=true rung=0 pre_dist=3.01m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=12.1
1787343429.621 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=34.68 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343430.121 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=36.49 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343430.622 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=38.14 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343431.126 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=39.27 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343431.721 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=0.30 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343432.228 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=0.93 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343432.821 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=2.11 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343433.321 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=3.09 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343433.822 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=3.99 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343434.324 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.98 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343434.925 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.95 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343435.521 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=6.84 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343436.121 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=7.76 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343436.727 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.82 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=5.0 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343437.233 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=9.81 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343437.821 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=11.20 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343438.330 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=11.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343438.922 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=12.43 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343439.427 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=13.08 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343439.930 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=13.75 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343440.527 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=14.52 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343441.029 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=15.03 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343441.535 [STATIC_AVOID] obs_id=95 obs_dist=1.89m obs_s=17.45 ego_s=15.57 side=LEFT | left_clearance=0.19 right_clearance=-0.03 candidate_valid=true rung=2 pre_dist=2.03m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=11.8
1787343442.052 [STATIC_AVOID] obs_id=95 obs_dist=1.30m obs_s=17.51 ego_s=16.21 side=LEFT | left_clearance=0.20 right_clearance=-0.06 candidate_valid=true rung=0 pre_dist=2.09m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=17.8
1787343442.632 [STATIC_AVOID] obs_id=95 obs_dist=0.11m obs_s=17.51 ego_s=17.40 side=LEFT | left_clearance=0.20 right_clearance=-0.08 candidate_valid=true rung=0 pre_dist=2.39m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=5.6
1787343443.231 [STATIC_AVOID] obs_id=97 obs_dist=0.06m obs_s=18.58 ego_s=18.52 side=LEFT | left_clearance=0.35 right_clearance=-0.08 candidate_valid=true rung=0 pre_dist=2.00m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=3.4
1787343443.825 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=19.99 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343444.327 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=20.86 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343444.925 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=21.78 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343445.521 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=22.93 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343446.023 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=23.10 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343446.621 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=23.89 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343447.124 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=24.02 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343447.721 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=24.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343448.322 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=25.05 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343448.927 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=25.66 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343449.521 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=26.54 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343450.023 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.21 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343450.524 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=28.22 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343451.127 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=29.09 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343451.721 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=30.50 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343452.221 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=31.56 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343452.821 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.04 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343453.420 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343453.931 [STATIC_AVOID] obs_id=110 obs_dist=5.62m obs_s=38.82 ego_s=33.21 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=true path_age=0.201 path_points=113 planning_time_ms=0.5 | reason=raceline_already_clear
1787343454.522 [STATIC_AVOID] obs_id=110 obs_dist=4.72m obs_s=38.81 ego_s=34.10 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=raceline_already_clear | cache_reason=no_cache
1787343455.136 [STATIC_AVOID] obs_id=110 obs_dist=3.39m obs_s=38.82 ego_s=35.43 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=raceline_already_clear | cache_reason=no_cache
1787343455.729 [STATIC_AVOID] obs_id=110 obs_dist=1.30m obs_s=38.85 ego_s=37.55 side=LEFT | left_clearance=0.63 right_clearance=-0.34 candidate_valid=true rung=2 pre_dist=4.57m | cache_used=false path_age=0.000 path_points=110 planning_time_ms=8.9
1787343456.232 [STATIC_AVOID] obs_id=111 obs_dist=2.20m obs_s=1.66 ego_s=38.98 side=LEFT | left_clearance=0.65 right_clearance=-0.25 candidate_valid=true rung=0 pre_dist=2.46m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=8.7
1787343456.827 [STATIC_AVOID] obs_id=111 obs_dist=1.77m obs_s=1.70 ego_s=39.45 side=LEFT | left_clearance=0.71 right_clearance=-0.20 candidate_valid=true rung=0 pre_dist=2.50m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=6.2
1787343457.336 [STATIC_AVOID] obs_id=111 obs_dist=1.84m obs_s=1.71 ego_s=39.39 side=LEFT | left_clearance=0.68 right_clearance=-0.23 candidate_valid=true rung=0 pre_dist=2.51m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=10.2
1787343457.936 [STATIC_AVOID] obs_id=111 obs_dist=1.88m obs_s=1.72 ego_s=39.35 side=LEFT | left_clearance=0.68 right_clearance=-0.24 candidate_valid=true rung=0 pre_dist=2.51m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=15.4
1787343458.532 [STATIC_AVOID] obs_id=111 obs_dist=1.83m obs_s=1.71 ego_s=39.41 side=LEFT | left_clearance=0.69 right_clearance=-0.24 candidate_valid=true rung=0 pre_dist=2.51m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=9.0
1787343459.032 [STATIC_AVOID] obs_id=111 obs_dist=1.78m obs_s=1.71 ego_s=39.45 side=LEFT | left_clearance=0.68 right_clearance=-0.25 candidate_valid=true rung=0 pre_dist=2.51m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=8.6
1787343459.636 [STATIC_AVOID] obs_id=111 obs_dist=0.94m obs_s=1.71 ego_s=0.77 side=LEFT | left_clearance=0.71 right_clearance=-0.23 candidate_valid=false rung=- pre_dist=2.51m | cache_used=true path_age=0.112 path_points=101 planning_time_ms=8.4 | reason=obstacle_clearance
1787343460.227 [STATIC_AVOID] obs_id=111 obs_dist=-0.17m obs_s=1.70 ego_s=1.87 side=LEFT | left_clearance=0.76 right_clearance=-0.19 candidate_valid=true rung=0 pre_dist=3.16m | cache_used=false path_age=0.000 path_points=101 planning_time_ms=6.5
1787343460.823 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=3.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343461.326 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.63 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343461.922 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=7.68 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343462.524 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=9.66 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343463.127 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=10.87 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343463.635 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=11.43 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343464.223 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=12.07 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343464.732 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=12.81 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343465.231 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=13.83 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343465.822 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=15.44 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343466.326 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=15.71 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343466.921 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=16.09 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343467.521 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=16.95 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343468.121 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=17.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343468.725 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=18.56 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343469.321 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=19.36 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343469.823 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=20.11 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343470.325 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=21.13 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343470.928 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=22.39 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343471.528 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=23.26 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343472.121 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=23.56 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343472.622 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=24.20 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343473.227 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=24.56 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343473.822 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=25.41 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343474.421 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=25.93 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343475.023 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.06 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=1.9 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343475.630 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=28.42 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343476.223 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=29.41 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343476.730 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=30.79 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1787343477.322 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=31.62 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- pre_dist=-m | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
