# static_avoidance_node debug log started 20260816_153533
1786862137.857 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=9.57 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862191.702 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.51 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862192.250 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=7.36 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862192.756 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=9.08 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862193.265 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=10.62 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=5.4 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862193.812 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=11.90 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862194.323 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=12.94 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862194.865 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=14.48 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862195.366 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=15.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862195.868 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=16.46 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=6.3 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862196.401 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=17.45 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862196.903 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=19.23 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862197.406 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=20.72 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862197.958 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=22.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862198.461 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=24.39 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862199.005 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=25.44 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.4 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862199.509 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.07 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.3 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862200.026 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=28.84 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862200.553 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=30.17 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862201.057 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=31.85 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862201.600 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=33.95 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862202.114 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=1.10 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862202.658 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=2.96 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862203.203 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.17 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862203.778 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=6.02 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862204.302 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.07 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862204.859 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=9.83 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862205.416 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=11.34 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862205.951 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=12.50 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862206.453 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=13.50 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862206.959 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=15.39 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862207.504 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=16.28 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862208.005 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=17.05 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862208.559 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=17.91 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862209.107 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=18.99 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862209.663 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=21.09 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862210.204 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=23.00 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862210.704 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=24.14 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=3.6 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862211.208 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=25.66 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=2.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862211.765 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.46 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862212.304 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=29.62 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862212.815 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=30.94 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=5.8 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862213.352 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=33.01 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862213.853 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=0.51 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862214.359 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=2.14 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862214.868 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=3.15 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862215.399 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.05 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862215.911 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=6.75 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862216.474 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.55 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=1.3 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862217.009 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=10.28 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=1.0 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862217.554 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=11.59 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862218.062 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=12.69 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=3.5 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862218.603 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=14.20 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862219.104 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=15.70 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862219.611 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=16.29 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862220.119 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=17.02 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862220.669 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=17.73 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862221.200 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=19.12 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862221.703 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=20.96 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862222.217 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=22.41 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=1.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862222.770 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=24.11 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862223.278 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=25.47 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862223.822 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.22 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862224.328 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=29.06 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862224.858 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=30.56 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862225.410 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=32.53 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862225.910 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=0.07 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862226.467 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=1.61 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862227.000 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=3.15 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.8 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862227.534 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.62 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862228.060 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=6.63 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862228.568 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=8.27 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862229.077 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=9.90 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862229.616 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=11.43 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862230.163 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=12.44 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862230.708 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=13.62 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862231.281 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=14.93 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862231.805 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=15.92 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=1.0 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862232.322 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=16.32 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862232.856 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=16.88 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862233.401 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=18.32 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862233.901 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=20.01 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862234.403 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=21.56 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862234.904 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=23.04 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862235.413 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=24.67 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862235.959 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=25.97 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862236.511 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=27.86 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862237.014 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=29.66 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862237.560 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=31.51 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862238.106 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=33.46 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862238.662 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=1.25 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862239.175 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=2.04 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862239.699 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.03 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862240.202 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=5.70 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862240.772 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=7.60 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862241.311 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=9.53 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862241.852 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=11.07 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.3 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862242.362 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=12.13 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862242.906 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=13.51 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862243.402 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=15.32 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862243.908 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=16.18 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862244.452 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=17.26 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786862244.956 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=18.55 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
