# static_avoidance_node debug log started 20260816_173018
1786869022.476 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869036.238 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=4.7 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869036.781 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869037.282 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869037.830 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869038.332 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869038.892 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.4 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869039.394 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.75 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.3 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869039.924 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869040.425 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869040.938 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869041.438 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869041.975 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869042.483 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=1.0 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869043.027 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869043.532 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869044.102 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869044.629 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869045.132 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869045.678 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869046.179 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=3.0 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869046.723 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869047.240 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869047.774 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869048.277 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869048.788 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869049.323 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869049.825 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.75 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869050.375 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869050.931 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869051.474 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869051.974 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869052.530 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.75 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869053.073 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869053.582 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=2.7 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869054.143 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869054.688 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869055.228 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869055.789 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869056.326 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869056.829 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869057.336 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869057.879 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869058.383 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869058.891 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.2 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869059.429 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869059.981 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869060.529 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869061.079 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869061.582 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869062.127 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869062.636 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869063.188 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=5.7 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869063.736 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.75 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869064.301 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.75 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869064.835 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869065.375 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869065.882 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.75 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869066.391 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869066.924 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869067.429 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869067.930 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869068.453 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869068.976 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869069.476 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869069.976 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.75 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869070.478 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869071.036 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869071.580 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869072.154 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=2.5 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869072.682 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869073.188 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869073.729 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869074.229 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869074.776 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869075.282 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
1786869075.829 [STATIC_AVOID] obs_id=- obs_dist=-m obs_s=- ego_s=4.74 side=- | left_clearance=- right_clearance=- candidate_valid=false rung=- | cache_used=false path_age=- path_points=0 planning_time_ms=0.1 | reason=no_static_obstacle_in_range | cache_reason=no_cache
